Ticker,forwardPE,revenueGrowth,overallRisk,netIncomeToCommon,auditRisk,beta,boardRisk,compensationRisk,currentRatio,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,forwardEps,heldPercentInsiders,heldPercentInstitutions,industry,netIncomeToCommon,pegRatio,quickRatio,recommendationMean,returnOnAssets,returnOnEquity,revenuePerShare,sector,shareHolderRightsRisk,sharesShort,sharesShortPriorMonth,shortRatio,trailingEps
SLCA,7.9363294,0.472,1,162163008,1,2.006137,1,1,2.884,93.29,-0.389,-0.401,0.23221001,7.37,1.711,2.67,0.09883001,1.10815,Industrial Metals & Minerals,162163008,0.09,2.207,2.3,0.053060003,0.12189,18.814,Basic Materials,4,11237567,11625033,5.14,2.013
DECK,17.380884,0.195,1,126108000,1,0.706519,1,4,2.933,3.541,,,0.14767,11.121,1.642,7.01,0.00693,1.1668,Footwear & Accessories,126108000,2.04,1.571,2.8,0.11251,0.1389,61.985,Consumer Cyclical,2,3270039,3551911,5.13,3.998
ELF,24.368422,0.057,9,29283000,2,,9,9,3.578,74.502,-0.665,-0.686,0.17162001,16.316,2.8,0.57,0.49425,0.26272,Household & Personal Products,29283000,3.18,1.399,2.9,0.0494,0.16149001,6.023,Consumer Defensive,6,5571443,6775973,5.11,0.601
TOO,9.458333,0.21,,-452544000,,3.225909,,,0.609,212.668,,,0.41734,8.424,3.515,0.24,0.13791001,0.75958,Shipping & Ports,-452544000,-1.43,0.526,2.3,0.0216,-0.32029998,3.457,Industrials,,1460904,1468411,5.11,-1.334
GPS,11.240741,0.075,9,895000000,1,0.548611,10,9,1.961,37.395,0.118,0.096,0.116780005,5.948,0.695,2.7,0.36529,0.60552,Apparel Stores,895000000,0.97,0.687,2.9,0.109110005,0.2848,42.43,Consumer Cyclical,5,18525298,19320537,5.1,2.28
HSY,17.822695,0.053,10,1031494016,2,0.084101,4,8,0.941,432.501,0.137,0.115,0.24962999,13.011,3.248,5.64,0.00412,0.76776004,Confectioners,1031494016,1.97,0.385,3.1,0.16108,1.06485,36.507,Consumer Defensive,10,6230614,6080171,5.09,4.86
CAG,15.441175,0.056,5,794099968,1,0.529134,3,2,0.83,101.576,-0.492,-0.54,0.18852,12.052,2.272,2.38,0.00968,0.84341,Packaged Foods,794099968,2.5,0.304,1.8,0.07585,0.20358999,19.654,Consumer Defensive,8,23819786,23391659,5.09,1.985
AMTD,14.865482,0.486,6,1230000000,1,1.426188,6,7,1.131,33.178,0.806,0.952,0,,6.026,3.94,0.09184,0.92114997,Capital Markets,1230000000,0.57,1.128,2.1,0.03638,0.18364,8.853,Financial Services,8,10905041,7919152,5.07,2.19
TROW,14.72554,0.134,5,1602800000,1,1.115623,3,2,2.242,,0.18,0.201,0.46710998,11.45,5.348,7.87,0.026010001,0.72989,Asset Management,1602800000,-8.71,2.242,2.5,0.19580999,0.26971,21.24,Financial Services,8,5188575,6076686,5.06,6.484
FNV,55.643482,-0.015,7,221700000,2,0.206953,9,4,8.367,,0.153,0.175,0.77645,23.386,18.158,1.15,0.020130001,0.77752,Gold,221700000,8.52,6.251,2.8,0.0353,0.047810003,3.61,Basic Materials,3,2382739,1964945,5.05,1.179
TITN,20.75862,-0.07,6,-2678000,1,2.148986,5,7,1.658,126.679,,,0.03422,18.046,0.618,0.87,0.15689,0.85780996,Industrial Distribution,-2678000,1.19,0.313,2.3,0.012560001,-0.00855,54.754,Industrials,7,947277,1249354,5.04,-0.124
GWW,19.648724,0.094,2,775212992,1,0.776774,6,4,2.368,111.924,1.492,1.42,0.14246,14.195,2.022,18.02,0.17239,0.80781996,Industrial Distribution,775212992,1.65,1.246,3,0.13688,0.42126998,192.708,Industrials,2,4161759,5034175,5.04,13.636
KHC,15.018041,0.007,3,10695999488,1,0.727011,2,9,1.045,51.87,-0.34,-0.348,0.30913,12.562,3.883,3.88,0.00143,0.88339996,Packaged Foods,10695999488,2.95,0.609,2.3,0.0369,0.17179,21.552,Consumer Defensive,1,30352834,33710707,5.02,8.715
ALLY,7.614731,0.033,1,1059000000,1,1.104018,1,3,0.999,414.803,0.47,0.385,0,,11.06,3.53,0.00588,1.02421,Specialty Finance,1059000000,0.56,0.987,1.9,0.00631,0.07959,13.064,Financial Services,2,16762687,16269076,5,2.402
SYY,19.333334,0.062,2,1430765952,1,0.40501,1,3,1.215,329.206,0.516,0.471,0.05551,14.205,0.789,3.87,0.0026,0.82642996,Food Distribution,1430765952,1.68,0.712,2.5,0.08704001,0.57128,112.305,Consumer Defensive,5,15504474,16835055,4.99,2.7
BUD,17.963392,-0.012,6,8042999808,1,0.951111,5,9,0.667,155.941,0.292,0.289,0.38444,14.012,5.387,5.19,4.00E-05,0.041020002,Beverages - Brewers,8042999808,1.84,0.508,2,0.045890003,0.11541,28.592,Consumer Defensive,4,5491811,5232586,4.97,3.999
LITE,12.859848,0.352,1,241500000,2,-0.01784,2,3,5.267,33.708,,,0.18361999,17.671,3.245,5.28,0.03333,1.10754,Communication Equipment,241500000,0.84,4.246,1.9,0.06747,0.2884,20.027,Technology,2,10491803,9191142,4.97,3.82
DNR,6.9625,0.485,4,197023008,2,4.173079,1,10,0.428,316.265,0.798,1.099,0.28068,14.159,3.974,0.8,0.01311,0.88165003,Oil & Gas E&P,197023008,0.35,0.398,2.9,0.02182,0.28149,3.27,Energy,1,54269585,58349418,4.97,0.462
EXPE,20.681458,0.114,10,270964000,1,1.203299,10,10,0.742,75.933,-0.981,-0.982,0.10848,18.067,1.96,6.31,0.12559,0.88821,Leisure,270964000,1.4,0.676,2.1,0.01954,0.042719997,70.42,Consumer Cyclical,10,8552156,10339699,4.96,1.736
JBL,9.986486,0.211,1,189323008,2,0.166482,3,1,1.023,112.037,,,0.06398,4.964,0.318,2.96,0.08335,0.92891,Contract Manufacturers,189323008,0.95,0.425,2.7,0.03443,0.084,121.859,Technology,2,4968647,7111477,4.96,1.05
FTV,22.1,0.139,8,1160700032,1,0.675,9,5,1.959,66.054,0.221,0.229,0.23535,18.35,4.319,3.8,0.117180005,0.85049003,Scientific & Technical Instruments,1160700032,1.93,1.547,2.1,0.088599995,0.26339,20.346,Technology,9,7987670,6499180,4.94,3.279
AAL,7.00346,0.037,5,1468000000,1,1.307785,4,3,0.55,,-0.303,-0.345,0.13931,6.314,0.88,5.78,0.415,0.06132,Airlines,1468000000,0.73,0.397,1.9,0.0462,1.03162,91.063,Industrials,7,29783916,32835765,4.94,3.072
IDTI,20.330145,0.162,2,1870000,2,1.433005,1,1,5.661,78.652,0.917,0.838,0.24555,23.489,5.768,2.09,0.00791,1.06088,Semiconductors,1870000,1.44,4.851,2.2,0.06978,0.00266,6.64,Technology,6,5620647,7192435,4.93,0.014
ENPH,17.464285,0.016,,-18660000,,0.547481,,,1.355,,,,0.00798,188.606,1.505,0.28,0.23162001,0.45556,Semiconductor Equipment & Materials,-18660000,-0.27,1.141,2.1,-0.02118,,3.374,Technology,,20309948,15675759,4.92,-0.208
HES,73.99999,0.278,4,-3583000064,1,1.494304,2,7,2.413,56.845,,,0.38352,11.415,4.378,0.91,0.18243,0.91059,Oil & Gas E&P,-3583000064,-2,2.031,2.6,-0.051939998,-0.25592,18.63,Energy,6,14877708,17428878,4.89,-11.608
CCI,66.68421,0.281,6,392256000,1,0.335595,4,3,0.905,126.978,0.17,0.607,0.54323,23.495,12.763,1.71,0.0034,0.98186,REIT - Diversified,392256000,4.29,0.608,2.2,0.02871,0.050359998,12.14,Real Estate,8,10497117,10924617,4.89,0.955
PBYI,-31.618706,,8,-209936992,2,1.116401,6,10,2.677,314.026,,,-1.38209,-8.27,11.43,-1.39,0.13344,0.95825,Biotechnology,-209936992,-0.04,2.453,2.2,-0.64255,-2.6506,3.859,Healthcare,2,4340136,4805451,4.86,-5.588
BDX,20.668509,0.41,2,621000000,1,1.119487,4,1,1.232,104.181,,,0.28948,21.201,6.137,12.67,0.00256,0.89719003,Medical Instruments & Supplies,621000000,1.61,0.596,1.8,0.03526,0.045539998,59.396,Healthcare,5,4554120,5364913,4.85,2.439
HAS,18.63227,-0.07,4,208092000,2,0.621793,3,4,2.687,97.041,-0.095,-0.11,0.16375,16.093,2.635,5.33,0.087,0.84462,Leisure,208092000,10.05,1.827,2.2,0.08185001,0.11563,40.027,Consumer Cyclical,6,7651868,7434818,4.85,1.646
GPC,16.895094,0.176,6,670172992,1,1.185383,7,4,1.33,89.182,0.194,0.195,0.0734,13.512,0.992,5.91,0.02826,0.80009,Specialty Retail,670172992,1.39,0.535,3,0.06215,0.19528,120.73,Consumer Cyclical,8,3706046,4390143,4.84,4.558
INFN,40.681816,0.178,1,-159434000,1,-0.056718,2,1,2.222,,,,-0.0617,-25.627,1.581,0.22,0.0239,0.82461,Communication Equipment,-159434000,-5.03,1.121,2.6,-0.066929996,-0.2319,5.322,Technology,3,12326770,12905390,4.83,-1.065
COG,14.442425,0.023,3,132808000,2,0.444291,5,8,1.671,70.68,0.943,0.971,0.50519,13.003,6.569,1.65,0.015829999,0.96995,Oil & Gas E&P,132808000,0.44,1.63,2.4,0.00115,0.05538,3.794,Energy,1,28089087,20023079,4.82,0.289
FND,30.131145,0.262,,142948000,,,,,1.498,29.98,0.9,0.95,0.113570005,20.968,2.381,1.22,0.032279998,1.02443,Home Improvement Stores,142948000,1.14,0.172,2.1,0.08166,0.31915,16.455,Consumer Cyclical,,6555954,6538611,4.79,1.363
AXON,-1.6233766,,9,-204195008,2,-0.084295,10,10,2.344,205.367,,,0,-1.321,,-1.54,0.61541003,0.11002,Biotechnology,-204195008,,2.173,2.7,-0.59189,-1.76013,,Healthcare,3,5067506,4928644,4.79,-1.896
PAYX,23.782469,0.091,4,933699968,1,0.912249,9,5,1.094,,0.166,0.17,0.42163,18.054,7.612,3.08,0.10848,0.69293,Business Services,933699968,3.06,0.187,3,0.11256,0.46922,9.418,Industrials,2,8538155,9073504,4.77,2.58
PRTY,7.4514565,0.03,10,222395008,2,2.084228,10,8,1.274,193.436,0.388,0.14,0.15737,8.824,1.389,2.06,0.04953,1.07655,Specialty Retail,222395008,0.38,0.246,2.2,0.0529,0.21739,22.595,Consumer Cyclical,6,6202635,7401662,4.77,2.045
ADSK,48.234375,0.219,8,-415100000,10,1.674458,1,7,0.835,,,,-0.06529,-233.17,15.224,3.2,0.00158,0.98355,Software - Application,-415100000,3.07,0.733,2,-0.03504,-11.2341,10.229,Technology,3,6823874,6543406,4.76,-1.895
NBR,-26.826086,0.207,7,-573516992,1,1.668335,8,10,2.04,115.822,,,0.23156999,8.55,1.98,-0.23,0.08911,0.97962,Oil & Gas Drilling,-573516992,0.03,1.692,1.9,-0.01535,-0.17985001,9.531,Energy,1,55696764,54895275,4.76,-2.01
AIMC,12.436305,0.063,2,53725000,1,1.541883,6,1,2.576,67.088,0.226,0.236,0.14374,10.3,1.481,3.14,0.02448,1.05141,Diversified Industrials,53725000,1,1.342,1.5,0.06501,0.13746001,31.514,Industrials,3,655311,572668,4.74,1.84
RP,35.86207,0.341,5,5349000,1,0.867585,4,7,0.964,57.575,0.145,0.365,0.16815001,41.873,7.041,1.74,0.05404,0,Software - Application,5349000,1.74,0.756,1.9,0.02091,0.00695,9.478,Technology,7,3232552,2520844,4.73,0.057
M,10.266854,0.037,3,1664000000,2,0.606534,5,8,1.532,93.926,0.396,0.431,0.105170004,5.896,0.62,3.56,0.00291,0.95379996,Department Stores,1664000000,-11.51,0.297,2.8,0.05547,0.32051998,81.534,Consumer Cyclical,1,39010058,47038105,4.7,5.378
HTZ,62.89286,0.074,4,443000000,10,1.679815,1,3,0.852,1624.322,,,0.06166,32.36,1.995,0.28,0.00718,1.27801,Rental & Leasing Services,443000000,-0.24,0.55,3,0.0091,0.48548,109.819,Industrials,2,22319064,23369566,4.68,5.337
UTX,16.819923,0.093,1,5072000000,1,1.132886,4,1,1.458,84.565,0.422,0.423,0.16805,11.863,1.994,7.83,0.00079,0.83866,Aerospace & Defense,5072000000,2.1,1.05,2.1,0.052589998,0.16950001,79.398,Industrials,5,17165728,14525557,4.68,6.351
ALK,11.118615,0.026,1,845000000,1,0.476608,4,4,0.73,64.347,-0.339,-0.341,0.16957001,6.599,1.119,6.07,0.00417,0.90834,Airlines,845000000,1.95,0.652,2.2,0.05666,0.24646,65.656,Industrials,1,8713855,7769007,4.68,6.84
LC,19,0.436,10,-190579008,5,0.955371,8,10,16.681,39.948,,,0,,2.106,0.19,0.026349999,0.90630996,Credit Services,-190579008,-5.04,13.103,2.6,-0.04249,-0.2053,1.656,Financial Services,8,22418623,27132231,4.67,-0.459
RUN,14.107527,0.306,9,131738000,2,-0.791321,9,10,1.501,128.863,-0.647,-0.596,-0.06032,-93.294,5.627,0.93,0.2732,0,Solar,131738000,5.19,1.051,2.2,-0.02961,-0.23265,5.669,Technology,8,10453685,10812162,4.67,1.181
ODP,9.054053,0.112,1,103000000,1,2.546747,1,1,1.375,81.865,-0.459,-0.333,0.04775,5.595,0.267,0.37,0.02372,0.93628,Specialty Retail,103000000,-4.41,0.791,3,0.04131,0.04987,19.684,Consumer Cyclical,1,24337440,29181153,4.65,0.171
NVCR,281.5625,0.603,8,-58677000,2,3.094,9,6,6.407,133.113,,,-0.103590004,-175.514,18.182,0.16,0.21256,0.63793,,-58677000,-1.09,5.919,1.8,-0.06613,-0.51106,2.417,,5,3183044,3659206,4.62,-0.652
CSIQ,8.39766,-0.06,,133641000,,1.721711,,,0.927,212.887,-0.587,-0.593,0.09804,6.892,0.676,1.71,0.23367001,0.38976002,Solar,133641000,0.47,0.263,3,0.03458,0.13255,69.945,Technology,,3399798,3576954,4.62,2.245
QNST,17.639534,0.368,9,15930000,10,0.897539,5,10,2.023,,,,0.05788,27.84,1.611,0.86,0.114429995,0.87634003,Internet Content & Information,15930000,0.21,1.958,2,0.04953,0.11959,8.711,Technology,2,2809886,2836470,4.58,0.32
ECL,24.955223,0.066,2,1558200064,1,0.849659,4,5,1.272,91.264,0.2,0.192,0.21029,16.735,3.519,6.03,0.00486,0.88778996,Specialty Chemicals,1558200064,2.04,0.78,2.4,0.066539995,0.21086,49.771,Basic Materials,2,5115861,6297773,4.56,5.314
WBA,10.629457,0.14,1,4313999872,1,0.876191,3,5,0.93,52.845,0.262,0.155,0.06491,9.761,0.634,6.45,0.1486,0.64069,Pharmaceutical Retailers,4313999872,0.97,0.418,2.7,0.05941,0.14423999,126.836,Consumer Defensive,1,31651003,28307872,4.55,4.248
TECD,6.6927323,0,1,148092992,2,0.599364,5,3,1.276,53.291,0.589,0.599,0.016280001,5.736,0.093,10.87,0.01021,0.97861,Computer Distribution,148092992,0.63,0.814,2.4,0.02736,0.053049996,1021.384,Technology,1,851556,969059,4.55,3.839
PDCE,11.258547,0.513,3,-388296000,2,0.60276,3,3,0.358,50.567,,,0.36764,11.038,4.058,4.68,0.021559998,1.05001,Oil & Gas E&P,-388296000,0.7,0.323,2,-0.072399996,-0.15364,17.467,Energy,2,4240994,4366119,4.54,-5.892
FANH,14.370371,-0.04,,82439632,,2.506853,,,4.781,,0.182,0.224,0.114870004,18.629,2.14,1.62,0.16094999,0.33016998,Insurance Brokers,82439632,3.79,4.639,2,0.046,0.13879,8.458,Financial Services,,867365,704449,4.53,1.283
ZTO,18.646463,0.413,,606042368,,,,,4.723,,1.076,1.08,0.3114,16.477,5.131,0.99,0.00291,0.28138,Integrated Shipping & Logistics,606042368,42.66,4.358,2,0.08731,0.15759,3.235,Industrials,,15388264,14523814,4.51,0.847
ABR,11.247706,0.128,,81648000,,0.081479,,,7.061,333.394,0.215,0.379,0,,12.431,1.09,0.241,0.56406,REIT - Diversified,81648000,1.12,6.087,2.8,0.03276,0.13128,5.403,Real Estate,,7944070,9237355,4.5,1.274
ABBV,10.736019,0.192,6,6418999808,2,1.619093,8,2,0.804,,0.057,0.036,0.4186,13.94,5.835,8.94,0.0009,0.71535003,Drug Manufacturers - Major,6418999808,0.76,0.554,2.4,0.10998,4.89673,19.487,Healthcare,8,32581503,32287034,4.5,4.029
WWE,66.219696,0.312,9,51447000,1,1.201956,8,5,1.34,72.981,0.833,0.956,0.15622,48.713,7.61,1.32,0.0124,1.16195,Media - Diversified,51447000,5.37,1.242,2.3,0.10132,0.19226,11.249,Consumer Cyclical,10,6838485,6731249,4.49,0.628
AKAM,19.773684,0.094,7,183760992,2,-0.14797,7,3,2.186,44.409,-0.239,-0.241,0.25531,18.384,4.694,3.8,0.02925,0.88744,Software - Application,183760992,1.35,2.056,2.4,0.04814,0.05459,15.443,Technology,9,9266158,7451096,4.49,1.068
JNPR,13.936275,-0.08,6,168500000,2,1.14329,5,6,2.27,48.389,-0.298,-0.352,0.19214001,9.686,1.861,2.04,0.013839999,0.96454,Communication Equipment,168500000,1.2,2.115,2.9,0.04637,0.03546,13.161,Technology,4,18793389,20220806,4.48,0.462
EMES,3.7956202,0.233,,22022000,,2.026627,,,1.744,303.362,,,0.17228001,5.102,0.879,1.37,0.05801,0.36111,Oil & Gas Equipment & Services,22022000,0.28,1.16,2.9,0.101789996,0.42106998,13.514,Energy,,2968602,2081355,4.46,0.702
AEO,16.02469,0.142,3,257952992,1,0.674746,3,2,1.963,,1.838,1.841,0.13420999,7.475,1.003,1.62,0.056500003,0.91879,Apparel Stores,257952992,1.13,0.861,2.6,0.1297,0.21632,22.423,Consumer Cyclical,6,16481168,14196559,4.45,1.432
TCBI,12.663818,0.176,1,237056992,1,1.901752,1,1,,,0.423,0.398,0,,6.908,7.02,0.00465,1.02766,Banks - Regional - US,237056992,1.35,,2.5,0.0097,0.11107001,17.553,Financial Services,1,2561006,2628589,4.45,4.719
CMA,12.323642,0.142,3,939000000,1,1.571521,7,2,,,0.655,0.606,0,,5.068,7.91,0.007710001,0.84193003,Banks - Regional - US,939000000,0.48,,2.4,0.01318,0.11765,18.942,Financial Services,3,7714197,3884419,4.44,5.347
DISH,15.171674,-0.05,10,2489135104,2,0.850139,10,9,0.756,184.089,8.642,9.936,0.19528,11.198,2.187,2.33,0.03434,1.00652,Pay TV,2489135104,-0.33,0.605,2.5,0.041050002,0.37092,29.971,Communication Services,10,16549893,15574292,4.4,4.733
AMGN,13.770503,0.043,1,2364000000,1,1.687908,4,1,3.389,231.384,0.196,0.067,0.5395,10.774,5.813,14.51,0.00192,0.8084,Biotechnology,2364000000,2.66,2.936,2.3,0.09033,0.10139,32.938,Healthcare,1,10784032,10314430,4.4,3.338
LB,10.049429,0.083,6,896622976,1,0.149669,8,2,,,-0.26,-0.288,0.1675,5.549,0.929,2.63,0.17229,0.76199996,Apparel Stores,896622976,2.14,,2.9,,,46.689,Consumer Cyclical,8,18813872,18177599,4.39,3.161
VNO,48.427673,-0.011,9,138282000,1,1.055824,10,2,4.752,167.166,-0.042,-0.061,0.46155998,27.442,12.666,1.59,0.09519,0.86353,REIT - Office,138282000,3.89,4.497,2.2,0.019,0.02649,11.068,Real Estate,9,3269249,3137826,4.38,0.48
AHL,11.624294,-0.158,3,-460000000,1,0.143979,4,3,1.688,15.909,,,-0.13555999,-1.842,0.25,3.54,0.01095,1.03969,Insurance - Reinsurance,-460000000,0.81,1.106,2.6,-0.01878,-0.13106,40.065,Financial Services,4,2098970,2106164,4.38,-7.718
RGLD,32.31356,0.065,2,-113134000,1,0.722321,4,2,2.448,16.393,0.36,0.331,0.71922994,16.151,11.616,2.36,0.00847,0.80487,Gold,-113134000,1.14,2.241,2.2,-0.01613,-0.0535,6.996,Basic Materials,2,2179912,1993661,4.37,-1.733
MMP,15.798611,0.04,,861713984,,0.702392,,,0.544,215.498,0.02,0.019,0.43318,18.227,7.896,4.32,0.00185,0.65153,Oil & Gas Midstream,861713984,1.71,0.204,2.3,0.07835,0.40187,11.254,Energy,,4101740,4025500,4.37,3.77
PRGO,14.354597,-0.042,8,234600000,10,0.860407,1,8,1.807,55.669,,,0.21382,12.5,2.673,5.33,0.00255,0.85503,Drug Manufacturers - Specialty & Generic,234600000,2.94,1.095,2.8,0.03311,0.03917,35.026,Healthcare,3,7249294,7761121,4.37,1.671
AAXN,98.927536,0.246,6,19762000,5,1.11078,3,4,4.028,,2.75,2.728,0.094799995,97.564,9.249,0.69,0.0226,0.82294,Aerospace & Defense,19762000,4.26,3.444,2.4,0.034849998,0.06455,7.189,Industrials,6,3988403,6165892,4.28,0.357
PAA,12.995026,0.329,,416000000,,0.8907,,,0.752,91.449,-0.662,-0.468,0.04837,21.482,1.039,2.01,0.40935,0.4772,Oil & Gas Midstream,416000000,1.38,0.558,2.3,0.02283,0.057350002,41.29,Energy,,14068493,9048973,4.28,0.567
GMLP,10.562501,-0.381,,93013000,,1.028308,,,0.549,171.734,-0.477,-0.472,0.73579,8.959,6.592,1.28,0.29212,0.40296,Shipping & Ports,93013000,1.52,0.396,2.5,0.042630002,0.13524,4.979,Industrials,,1499436,1454960,4.28,1.308
KIM,28.049181,-0.013,7,453240992,2,0.454608,8,5,3.852,92.073,0.151,0.153,0.62517,15.935,9.962,0.61,0.027929999,0.88861,REIT - Retail,453240992,3.82,3.773,2.8,0.02497,0.09369001,2.856,Real Estate,7,15450234,17273738,4.26,1.068
MO,13.452874,-0.037,5,10588000256,1,0.42572,5,5,0.647,87.78,-0.039,-0.057,0.52089,12.227,6.369,4.35,0.00112,0.64623,Tobacco,10588000256,1.44,0.275,2.1,0.14224,0.74982,10.192,Consumer Defensive,5,29925765,20766999,4.26,5.567
MCK,8.978382,0.03,9,-384000000,2,1.354695,8,10,0.997,89.231,,,0.01872,8.984,0.168,14.34,0.00285,0.91386,Medical Distribution,-384000000,1.72,0.555,2.6,0.03017,-0.01268,1020.233,Healthcare,4,7497411,7257295,4.25,-1.847
NTAP,17.788933,0.116,5,228000000,2,1.647006,3,7,2.061,90.635,1.234,1.16,0.19771999,16.209,3.205,4.88,0.00154,0.98399,Data Storage,228000000,1.23,1.913,2.3,0.07026,0.097229995,22.797,Technology,5,10770176,12355744,4.24,0.837
ADI,16.669477,0.097,8,1404416000,1,1.085628,8,8,1.581,60.382,5.111,5.014,0.45163,15.283,6.902,5.93,0.00387,0.90351,Semiconductors,1404416000,1.51,1.108,2,0.05964,0.13572,16.624,Technology,9,7855257,7889346,4.24,3.755
MPLX,14.244981,0.67,,1078000000,,1.679535,,,0.605,149.265,1.097,2.905,0.47623003,18.355,8.741,2.49,0.40382,0.86517,Oil & Gas Midstream,1078000000,2.19,0.519,1.5,0.051009998,0.14175001,8.652,Energy,,6069073,6751874,4.24,1.905
MHLD,3.7254903,-0.055,4,-189400000,2,1.6459,8,6,0.492,23.012,,,-0.04483,-7.626,0.342,1.02,0.2259,0.65345,Insurance - Reinsurance,-189400000,0.69,0.042,3,-0.012519999,-0.11882,34.001,Financial Services,1,1953774,1998710,4.22,-2.257
ETN,14.139456,0.069,6,3132999936,1,1.237231,6,6,1.469,46.26,0.209,0.182,0.17281,11.893,2.055,5.88,0.00247,0.81523,Diversified Industrials,3132999936,1.65,0.879,2.1,0.05416,0.19388,48.178,Industrials,6,11045793,11394551,4.21,7.097
MMC,17.892178,0.068,1,1640999936,1,0.798685,1,2,1.465,80.185,0.083,0.06,0.23747,13.622,3.235,4.73,0.00207,0.88345003,Insurance Brokers,1640999936,1.79,1.337,2.4,0.09276,0.22285,28.97,Financial Services,2,8534177,8282792,4.2,3.193
ON,10.564357,0.088,1,933500032,1,2.026906,1,2,1.545,89.344,0.591,0.654,0.22383,8.723,1.953,2.02,0.01278,0.94748,Semiconductors,933500032,0.69,0.817,2.2,0.067,0.35916,13.182,Technology,2,26679031,27202407,4.2,2.131
KBH,7.8144655,0.098,2,119744000,1,1.216582,3,3,2.625,122.939,0.732,0.803,0.079169996,10.773,0.853,3.18,0.12324,0.87958,Residential Construction,119744000,0.68,0.554,2.9,0.044180002,0.06542,52.025,Consumer Cyclical,2,7568069,4828317,4.2,1.296
LEN,7.4667625,0.674,10,995716992,1,1.226122,8,10,7.356,82.49,0.054,0.452,0.09997,17.761,1.776,6.92,0.0177,0.98078,Residential Construction,995716992,0.37,0.623,1.9,0.04073,0.09397,58.784,Consumer Cyclical,10,14247028,15929777,4.2,3.768
DVMT,14.353731,0.186,10," (3,192,999,936.00)",1,-1.112,10,4,0.935,305.671,,,0.077199996,18.074,1.395,6.7,0.0007,0.92280996,Software - Infrastructure,-3192999936,0.72,0.731,1.7,-0.010039999,-0.18563,106.722,Technology,10,4859586,5782234,4.19,-4.155
CBPO,15.1708975,0.348,,64960016,,1.266468,,,6.248,,-0.239,-0.077,0.35592,18.192,6.475,5.91,0.3145,0.48939,Biotechnology,64960016,1.44,4.048,1.9,0.07814,0.09161,13.919,Healthcare,,1163528,1231259,4.18,2.064
APRN,-3.9607844,-0.246,,-190822000,,,,,2.74,116.093,,,-0.15486,-3.485,0.54,-0.51,0.02819,0.44177,Specialty Retail,-190822000,0.08,2.198,2.7,-0.23629,-2.2377,4.07,Consumer Cyclical,,19488755,16419483,4.16,-1.003
DATA,699.125,0.326,10,-146928992,1,1.479401,8,10,2.63,,,,-0.12485,-66.913,8.354,0.16,0.010989999,0.99929,Software - Application,-146928992,-4.17,2.536,2.3,-0.07466,-0.17111999,12.301,Technology,10,3341445,3311884,4.14,-1.82
PX,21.377028,0.08,8,1394000000,2,1.157872,8,9,0.965,129.303,0.17,0.182,0.32702,13.81,4.516,7.4,0.00314,0.88211995,Specialty Chemicals,1394000000,2.17,0.719,2.2,0.08404,0.22713,41.558,Basic Materials,7,6898486,6024658,4.14,4.807
MLM,17.72703,0.132,9,722275008,1,0.77925,9,9,2.055,66.295,0.298,0.303,0.27261,15.429,4.206,11.21,0.00652,1.04798,Building Materials,722275008,1.61,1,1.8,0.05298,0.15998,60.597,Basic Materials,9,3394456,2773083,4.14,11.42
DVN,15.9,0.027,2,-406000000,2,2.910799,6,1,1.65,47.229,,,0.21614,10.643,2.3,2.7,0.00464,0.86433,Oil & Gas E&P,-406000000,0.33,0.311,2.1,0.0096,-0.0105,26.192,Energy,3,25513605,11474404,4.14,-0.483
CHK,5.753247,-0.014,9,494000000,5,2.448504,1,10,0.432,,,,0.21806,8.299,1.81,0.77,0.01121,0.59091,Oil & Gas E&P,494000000,0.39,0.37,3.3,0.04405,,10.042,Energy,1,140275900,147888682,4.14,-33.878593
ARQL,-23.678572,,,-15802000,,0.304121,,,5.985,53.593,,,-0.68314004,-54.728,37.387,-0.28,0.048979998,0.72025,Biotechnology,-15802000,-10.7,5.91,1.7,-0.18672001,-0.84661,0.212,Healthcare,,6101506,6668513,4.14,-0.191
MELI,216.71518,0.181,,-64225000,,2.232934,,,1.154,310.216,,,0.023610001,421.637,9.955,1.58,0.093789995,1.00925,Specialty Retail,-64225000,-40.83,0.917,2.6,-0.0037,-0.20929001,33.99,Consumer Cyclical,,3564560,3916579,4.13,-1.46
CRC,71.6207,0.514,5,-355000000,2,5.792749,5,8,0.626,5638.889,,,0.33508998,9.506,3.185,0.58,0.08288,0.70329005,Oil & Gas E&P,-355000000,-37.68,0.459,2.6,0.03026,,55.523,Energy,4,7566343,8575559,4.13,-7.987
FTNT,43.853405,0.214,6,88599000,2,0.489811,6,8,1.737,,1.154,1.143,0.13218,58.497,7.732,1.91,0.17419,0.73439,Software - Application,88599000,1.91,1.629,2.4,0.04073,0.104090005,9.55,Technology,6,6655807,7080232,4.13,0.512
CERN,23.253572,0.059,7,843440000,2,1.101914,7,6,2.847,9.037,-0.038,-0.057,0.25084,16.252,4.077,2.8,0.043319996,0.78300005,Health Information Services,843440000,2.26,2.438,2.2,0.08644,0.18267,15.518,Technology,8,6861080,7403237,4.13,2.502
