Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
EIDX,"Eidos Therapeutics, Inc.",13.91,511220695.6,n/a,2018,Health Care,Major Pharmaceuticals
EIGR,"Eiger BioPharmaceuticals, Inc.",12.85,183038895.2,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,"Ekso Bionics Holdings, Inc.",2.51,152689188.5,n/a,n/a,Capital Goods,Industrial Machinery/Components
LOCO,"El Pollo Loco Holdings, Inc.",12,463305720,n/a,2014,Consumer Services,Restaurants
EMITF,Elbit Imaging Ltd.,2.24,20587409.92,n/a,n/a,Consumer Services,Building operators
ESLT,Elbit Systems Ltd.,128.25,5483095592,n/a,n/a,Capital Goods,Military/Government/Technical
ERI,"Eldorado Resorts, Inc.",48.95,3785678800,n/a,n/a,Consumer Services,Hotels/Resorts
SOLO,Electrameccanica Vehicles Corp. Ltd.,3.6,99391413.6,n/a,n/a,Capital Goods,Auto Manufacturing
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.58,0,n/a,n/a,Capital Goods,Auto Manufacturing
ESIO,"Electro Scientific Industries, Inc.",22.54,769468220.9,n/a,n/a,Miscellaneous,Industrial Machinery/Components
ECOR,"electroCore, Inc.",14.12,415834480.1,n/a,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA,Electronic Arts Inc.,128.52,39175242775,n/a,n/a,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",34.56,1533611820,n/a,1992,Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",3.79,12869024.59,n/a,n/a,Capital Goods,Industrial Machinery/Components
ESBK,Elmira Savings Bank NY (The),20.35,61831684.2,n/a,n/a,Finance,Major Banks
ELOX,"Eloxx Pharmaceuticals, Inc.",17.17,598506365.6,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELTK,Eltek Ltd.,3.85,7809925.2,n/a,1997,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,25.64,552675379.3,n/a,1982,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,38.535,87518341.37,n/a,n/a,Finance,Major Banks
EMKR,EMCORE Corporation,4.875,134032499.3,n/a,1997,Technology,Semiconductors
EMMS,Emmis Communications Corporation,5.051,65327325.69,n/a,1994,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",12.45,407554970.6,n/a,n/a,Consumer Services,Restaurants
ENTA,"Enanta Pharmaceuticals, Inc.",91.17,1766649137,n/a,2013,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,38.55,1188795108,n/a,n/a,Finance,Finance Companies
WIRE,Encore Wire Corporation,51.05,1064349005,n/a,1992,Capital Goods,Metal Fabrications
ENDP,Endo International plc,16.68,3735190497,n/a,n/a,Health Care,Major Pharmaceuticals
ECYT,"Endocyte, Inc.",18.65,1305751719,n/a,2011,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",2.4,202937340,n/a,n/a,Health Care,Medical/Dental Instruments
NDRA,ENDRA Life Sciences Inc.,2.5373,9953896.407,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,0.59,0,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,"Endurance International Group Holdings, Inc.",9.7,1392070464,n/a,2013,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,12.83,328701200.1,n/a,2014,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",2.2,26503998.4,n/a,n/a,Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",9.68,518653064.2,n/a,2008,Technology,Industrial Machinery/Components
EGC,"Energy XXI Gulf Coast, Inc.",9.04,301904929.5,n/a,n/a,Energy,Oil & Gas Production
ENG,ENGlobal Corporation,1.02,28059503.34,n/a,n/a,Consumer Services,Military/Government/Technical
ENPH,"Enphase Energy, Inc.",5.21,543655940.3,n/a,2012,Technology,Semiconductors
ESGR,Enstar Group Limited,213,4570334823,n/a,n/a,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited,26.11,0,n/a,n/a,Finance,Property-Casualty Insurers
ENFC,Entegra Financial Corp.,27.5,189520980,n/a,2014,Finance,Banks
ENTG,"Entegris, Inc.",34.05,4822548557,n/a,2000,Consumer Non-Durables,Plastic Products
ENTX,Entera Bio Ltd.,4.69,53598820.8,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd.,0.89,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EBTC,Enterprise Bancorp Inc,36.04,421486430.5,n/a,n/a,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,56.3,1303386549,n/a,n/a,Finance,Major Banks
EPZM,"Epizyme, Inc.",11.7,813185989.2,n/a,2013,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,102.95,1412490163,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment
EQIX,"Equinix, Inc.",436.11,34674250452,n/a,2000,Consumer Services,Real Estate Investment Trusts
EQBK,"Equity Bancshares, Inc.",40.59,640816451.6,n/a,2015,Finance,Major Banks
ERIC,Ericsson,8.56,2663872865,311200101,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,126.1,6593752355,n/a,n/a,Finance,Specialty Insurers
ERYP,Erytech Pharma S.A.,10.38,52077985.86,5017147,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESCA,"Escalade, Incorporated",13.2,190604356.8,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",49.73,1332946758,n/a,2013,Health Care,Major Pharmaceuticals
ESQ,"Esquire Financial Holdings, Inc.",25.18,187483305.1,n/a,2017,Finance,Commercial Banks
ESSA,"ESSA Bancorp, Inc.",16.1,189828595.6,n/a,n/a,Finance,Banks
EPIX,ESSA Pharma Inc.,3.2,18483513.6,n/a,n/a,Health Care,Major Pharmaceuticals
ESND,Essendant Inc.,14.16,533971943.3,n/a,n/a,Consumer Services,Paper
ESTA,Establishment Labs Holdings Inc.,26.66,545765924.4,n/a,2018,Health Care,Industrial Specialties
ESTR,"Estre Ambiental, Inc.",6.4201,328623938.1,n/a,n/a,Public Utilities,Environmental Services
ESTRW,"Estre Ambiental, Inc.",0.4,0,n/a,n/a,Public Utilities,Environmental Services
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.71,410306000,n/a,n/a,n/a,n/a
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,35.53,540056000,n/a,n/a,n/a,n/a
VIDI,ETF Series Solutions Trust Vident International Equity Fund,25.49,0,n/a,n/a,n/a,n/a
ETSY,"Etsy, Inc.",47.76,5719423960,n/a,2015,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,3.8502,7938762.032,n/a,1997,Consumer Durables,Diversified Electronic Products
EDRY,EuroDry Ltd.,7.2,16229736,n/a,n/a,Consumer Services,Marine Transportation
EEFT,"Euronet Worldwide, Inc.",96.74,4935917230,n/a,1997,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,1.6,18038601.6,n/a,n/a,Transportation,Marine Transportation
EVLO,"Evelo Biosciences, Inc.",13.65,433272867.3,n/a,2018,Health Care,Major Pharmaceuticals
EVBG,"Everbridge, Inc.",58.26,1712016533,n/a,2016,Technology,Computer Software: Prepackaged Software
EVK,"Ever-Glory International Group, Inc.",3.4,50306372.8,n/a,n/a,Consumer Non-Durables,Apparel
EVER,"EverQuote, Inc.",13.39,333931710.3,n/a,2018,Technology,"Computer Software: Programming, Data Processing"
MRAM,"Everspin Technologies, Inc.",9.53,161096187.4,n/a,2016,Technology,Semiconductors
EVLV,EVINE Live Inc.,1.27,83338752.55,n/a,n/a,Consumer Services,Catalog/Specialty Distribution
EVOP,"EVO Payments, Inc.",23.14,1852932885,n/a,2018,n/a,n/a
EVFM,"Evofem Biosciences, Inc.",3.15,81284568.75,n/a,2014,Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd.,2.7,69536601.9,n/a,n/a,Basic Industries,Agricultural Chemicals
EVOK,"Evoke Pharma, Inc.",2.65,44781459.6,n/a,2013,Health Care,Major Pharmaceuticals
EOLS,"Evolus, Inc.",23.8,634864785.8,n/a,2018,Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",2.3,27869132.2,n/a,1998,Technology,EDP Services
EXAS,Exact Sciences Corporation,74.32,9123065314,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,43.45,17380000,n/a,n/a,n/a,n/a
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,42.85,197110000,n/a,n/a,n/a,n/a
XELA,"Exela Technologies, Inc.",6.04,912775194.8,n/a,2015,Miscellaneous,Business Services
EXEL,"Exelixis, Inc.",19.54,5823612849,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,4.275,100347053.6,n/a,n/a,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",62.56,2146602449,n/a,2006,Miscellaneous,Business Services
EXPI,"eXp World Holdings, Inc.",15.48,889713340.6,n/a,n/a,Miscellaneous,Business Services
EXPE,"Expedia Group, Inc.",132.78,19844117589,n/a,n/a,Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",73.42,12799712483,n/a,n/a,Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",51.35,2672127114,n/a,n/a,Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,88.53,49764542207,n/a,1992,Health Care,Medical/Nursing Services
STAY,"Extended Stay America, Inc.",20.61,3893621724,n/a,n/a,Consumer Services,Hotels/Resorts
XOG,"Extraction Oil & Gas, Inc.",11.76,2063633969,n/a,2016,Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",6.4,741712416,n/a,1999,Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",0.565,24543108.45,n/a,n/a,Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0773,0,n/a,n/a,Health Care,Major Pharmaceuticals
EYEN,"Eyenovia, Inc.",5.06,50593148.76,n/a,2018,Health Care,Major Pharmaceuticals
EYPT,"EyePoint Pharmaceuticals, Inc.",2.12,157965541.8,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,"EZCORP, Inc.",11.05,601831807.9,n/a,1991,Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",190.43,11581633249,n/a,1999,Technology,Computer Communications Equipment
FB,"Facebook, Inc.",175.9,5.07862E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing"
FLMN,Falcon Minerals Corporation,11.49,94777482.57,n/a,2017,Energy,Oil & Gas Production
FLMNW,Falcon Minerals Corporation,1.9,0,n/a,2017,Energy,Oil & Gas Production
DAVE,"Famous Dave&#39;s of America, Inc.",6.525,59323512.15,n/a,n/a,Consumer Services,Restaurants
FANH,Fanhua Inc.,24.13,850559841.9,35249061,n/a,Finance,Specialty Insurers
FARM,Farmer Brothers Company,28.95,490065252.6,n/a,n/a,Consumer Non-Durables,Packaged Foods
FMAO,"Farmers & Merchants Bancorp, Inc.",45.43,420859431.3,n/a,n/a,Finance,Savings Institutions
FMNB,Farmers National Banc Corp.,15.5,428434275.5,n/a,n/a,Finance,Major Banks
FAMI,"FARMMI, INC.",4.22,49289600,n/a,2018,Consumer Non-Durables,Packaged Foods
FARO,"FARO Technologies, Inc.",68,1154555544,n/a,1997,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,58.81,16875443343,n/a,1987,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc.,8.19,92895337.08,n/a,2017,Consumer Services,Restaurants
FATE,"Fate Therapeutics, Inc.",12.44,664534711.2,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",23.8824,90128260.89,n/a,n/a,Finance,Major Banks
FSAC,Federal Street Acquisition Corp.,10.15,152903873.2,n/a,2017,Finance,Business Services
FSACU,Federal Street Acquisition Corp.,11.09,0,n/a,2017,Finance,Business Services
FSACW,Federal Street Acquisition Corp.,1.6,0,n/a,2017,Finance,Business Services
FNHC,FedNat Holding Company,26.14,332813016.2,n/a,n/a,Finance,Property-Casualty Insurers
FENC,Fennec Pharmaceuticals Inc.,9.72,182677349.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSM,Ferroglobe PLC,8.53,1466961515,n/a,n/a,Capital Goods,Metal Fabrications
FFBW,"FFBW, Inc.",11.2752,74557260,n/a,2017,Finance,Savings Institutions
FCSC,Fibrocell Science Inc.,1.99,18536814.18,n/a,n/a,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",60.9,5135904182,n/a,2014,Health Care,Major Pharmaceuticals
FDBC,"Fidelity D & D Bancorp, Inc.",58.99,221330775,n/a,n/a,Finance,Major Banks
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,318.24,1689822576,n/a,n/a,n/a,n/a
LION,Fidelity Southern Corporation,24.22,659130006.9,n/a,n/a,Finance,Major Banks
FDUS,Fidus Investment Corporation,15.25,373062564.8,n/a,2011,n/a,n/a
FDUSL,Fidus Investment Corporation,25.7351,0,n/a,n/a,n/a,n/a
FRGI,"Fiesta Restaurant Group, Inc.",28.2,768901848.6,n/a,n/a,Consumer Services,Restaurants
FITB,Fifth Third Bancorp,29.52,19670472991,n/a,n/a,Finance,Major Banks
FITBI,Fifth Third Bancorp,27.75,499500000,n/a,n/a,Finance,Major Banks
FISI,"Financial Institutions, Inc.",32.6,519153663.4,n/a,1999,Finance,Major Banks
FNSR,Finisar Corporation,20.31,2379447967,n/a,1999,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",4.69,127775110.4,n/a,n/a,Miscellaneous,Multi-Sector Companies
FEYE,"FireEye, Inc.",16.44,3205875016,n/a,2013,Technology,Computer peripheral equipment
FBNC,First Bancorp,41.61,1235938168,n/a,1987,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",29.33,318373102.5,n/a,n/a,Finance,Major Banks
FRBA,First Bank,14.2,265033571.2,n/a,2013,n/a,n/a
BUSE,First Busey Corporation,31.9,1558211580,n/a,n/a,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",22.27,195087493.8,n/a,n/a,Finance,Major Banks
FCAP,"First Capital, Inc.",40.19,134883427.4,n/a,n/a,Finance,Savings Institutions
FCFS,"First Cash, Inc.",81.35,3606004867,n/a,1991,Consumer Services,Other Specialty Stores
FCBP,First Choice Bancorp,27.35,197090390.5,n/a,n/a,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",471.4,5661704917,n/a,n/a,Finance,Major Banks
FCBC,"First Community Bancshares, Inc.",32.87,544812295.5,n/a,n/a,Finance,Major Banks
FCCO,First Community Corporation,25,190126325,n/a,n/a,Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",31.85,510753415.9,n/a,2011,Finance,Banks
FDEF,First Defiance Financial Corp.,31.99,652626870.4,n/a,n/a,Finance,Savings Institutions
FFBC,First Financial Bancorp.,31.4,3074092844,n/a,n/a,Finance,Major Banks
FFBCW,First Financial Bancorp.,20.5,0,n/a,n/a,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",59.9,4053412514,n/a,n/a,Finance,Major Banks
THFF,First Financial Corporation Indiana,51,625007295,n/a,n/a,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",17.31,188930964.4,n/a,n/a,Finance,Major Banks
FFWM,First Foundation Inc.,15.89,705468886.2,n/a,n/a,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",25.29,222733455.8,n/a,n/a,Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",28.59,3855083005,n/a,2016,Finance,Major Banks
INBK,First Internet Bancorp,31.65,322250013.8,n/a,n/a,Finance,Major Banks
INBKL,First Internet Bancorp,25.97,0,n/a,n/a,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",46.05,2793401934,n/a,2010,Finance,Major Banks
FRME,First Merchants Corporation,47.84,2370976042,n/a,n/a,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",40.82,624143759.7,n/a,n/a,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",27.01,2786321106,n/a,n/a,Finance,Major Banks
FNWB,First Northwest Bancorp,16.67,191461918.1,n/a,2015,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",71.32,163466937.7,n/a,n/a,Finance,Savings Institutions
FSLR,"First Solar, Inc.",53.07,5561844794,n/a,2006,Technology,Semiconductors
FAAR,First Trust Alternative Absolute Return Strategy ETF,28.8212,18733837.64,n/a,n/a,n/a,n/a
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,32.29,43591564.58,n/a,n/a,n/a,n/a
BICK,First Trust BICK Index Fund,26.93,201975053.9,n/a,n/a,n/a,n/a
FBZ,First Trust Brazil AlphaDEX Fund,11.43,6286522.86,n/a,n/a,n/a,n/a
FTHI,First Trust BuyWrite Income ETF,23.57,68923417.57,n/a,n/a,n/a,n/a
FCAL,First Trust California Municipal High income ETF,50.3785,20151500.76,n/a,n/a,n/a,n/a
FCAN,First Trust Canada AlphaDEX Fund,25.8349,18084481.67,n/a,n/a,n/a,n/a
FTCS,First Trust Capital Strength ETF,54.75,1116900110,n/a,n/a,n/a,n/a
FCEF,First Trust CEF Income Opportunity ETF,22.38,45990900,n/a,n/a,n/a,n/a
FCA,First Trust China AlphaDEX Fund,28.1393,9848811.279,n/a,n/a,n/a,n/a
SKYY,First Trust Cloud Computing ETF,56.87,1953484614,n/a,n/a,n/a,n/a
RNDM,First Trust Developed International Equity Select ETF,51.178,28148002.36,n/a,n/a,n/a,n/a
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,60.14,1235997280,n/a,n/a,n/a,n/a
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,41.44,16576082.88,n/a,n/a,n/a,n/a
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,29.6,606800059.2,n/a,n/a,n/a,n/a
FV,First Trust Dorsey Wright Focus 5 ETF,31.75,2925762564,n/a,n/a,n/a,n/a
IFV,First Trust Dorsey Wright International Focus 5 ETF,21.11,846511042.2,n/a,n/a,n/a,n/a
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,30.6222,36746701.24,n/a,n/a,n/a,n/a
DALI,First Trust DorseyWright DALI 1 ETF,21.47,41866542.94,n/a,n/a,n/a,n/a
FEM,First Trust Emerging Markets AlphaDEX Fund,25.5,561000051,n/a,n/a,n/a,n/a
RNEM,First Trust Emerging Markets Equity Select ETF,51.02,5102102.04,n/a,n/a,n/a,n/a
FEMB,First Trust Emerging Markets Local Currency Bond ETF,36.63,53113573.26,n/a,n/a,n/a,n/a
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,37.84,240284075.7,n/a,n/a,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,60.03,2446205932,n/a,n/a,n/a,n/a
FEP,First Trust Europe AlphaDEX Fund,39.46,893769078.9,n/a,n/a,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,43.5734,100218907.1,n/a,n/a,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,49.655,235861349.3,n/a,n/a,n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,19.6,220565346.4,n/a,n/a,n/a,n/a
FTLB,First Trust Hedged BuyWrite Income ETF,23.1592,12737606.32,n/a,n/a,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,47.82,1233756096,n/a,n/a,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,37.5621,3756285.124,n/a,n/a,n/a,n/a
NFTY,First Trust India Nifty 50 Equal Weight ETF,37.86,3786075.72,n/a,n/a,n/a,n/a
FTAG,First Trust Indxx Global Agriculture ETF,26.9,5109063.2,n/a,n/a,n/a,n/a
FTRI,First Trust Indxx Global Natural Resources Income ETF,12.64,8848025.28,n/a,n/a,n/a,n/a
LEGR,First Trust Indxx Innovative Transaction & Process ETF,30.68,47554061.36,n/a,n/a,n/a,n/a
FPXI,First Trust International IPO ETF,35.44,26580070.88,n/a,n/a,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,55.54,166620111.1,n/a,n/a,n/a,n/a
FEX,First Trust Large Cap Core AlphaDEX Fund,62.93,1604715126,n/a,n/a,n/a,n/a
FTC,First Trust Large Cap Growth AlphaDEX Fund,70.5,958800141,n/a,n/a,n/a,n/a
RNLC,First Trust Large Cap US Equity Select ETF,23.12,19652046.24,n/a,n/a,n/a,n/a
FTA,First Trust Large Cap Value AlphaDEX Fund,55.1135,1193207385,n/a,n/a,n/a,n/a
FLN,First Trust Latin America AlphaDEX Fund,18.5766,21363127.15,n/a,n/a,n/a,n/a
LMBS,First Trust Low Duration Opportunities ETF,51.12,1559160102,n/a,n/a,n/a,n/a
FMB,First Trust Managed Municipal ETF,52.72,424396105.4,n/a,n/a,n/a,n/a
FMK,First Trust Mega Cap AlphaDEX Fund,36.82,16569073.64,n/a,n/a,n/a,n/a
FNX,First Trust Mid Cap Core AlphaDEX Fund,73.03,956693146.1,n/a,n/a,n/a,n/a
FNY,First Trust Mid Cap Growth AlphaDEX Fund,46.82,241123093.6,n/a,n/a,n/a,n/a
RNMC,First Trust Mid Cap US Equity Select ETF,23.1197,8091941.239,n/a,n/a,n/a,n/a
FNK,First Trust Mid Cap Value AlphaDEX Fund,37.795,51023325.59,n/a,n/a,n/a,n/a
FAD,First Trust Multi Cap Growth AlphaDEX Fund,77.31,216468154.6,n/a,n/a,n/a,n/a
FAB,First Trust Multi Cap Value AlphaDEX Fund,58.73,93968117.46,n/a,n/a,n/a,n/a
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.77,694490037.5,n/a,n/a,n/a,n/a
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.96,13470035.92,n/a,n/a,n/a,n/a
FMHI,First Trust Municipal High Income ETF,50.38,30228100.76,n/a,n/a,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,56.21,404712112.4,n/a,n/a,n/a,n/a
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,32.6297,21209370.26,n/a,n/a,n/a,n/a
FTXO,First Trust Nasdaq Bank ETF,29.87,1418825060,n/a,n/a,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,20.51,96397041.02,n/a,n/a,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,50.68,35476101.36,n/a,n/a,n/a,n/a
CIBR,First Trust NASDAQ Cybersecurity ETF,28.68,804474057.4,n/a,n/a,n/a,n/a
FTXG,First Trust Nasdaq Food & Beverage ETF,19.85,992539.7,n/a,n/a,n/a,n/a
CARZ,First Trust NASDAQ Global Auto Index Fund,37.29,18645074.58,n/a,n/a,n/a,n/a
FTXN,First Trust Nasdaq Oil & Gas ETF,25.144,28915650.29,n/a,n/a,n/a,n/a
